,Economics,House,Society,Fashion,Education,Technology,Politics,PE,Game,Entertainment
神经,18.0,13.0,69.0,316.0,15.0,0.0,7.0,25.0,9.0,28.0
癌症,0.0,1.0,60.0,259.0,10.0,0.0,9.0,18.0,0.0,56.0
服饰,18.0,17.0,16.0,278.0,5.0,3.0,6.0,2.0,63.0,41.0
女明星,0.0,0.0,3.0,196.0,2.0,0.0,0.0,4.0,1.0,60.0
剪裁,0.0,1.0,1.0,223.0,0.0,4.0,0.0,0.0,0.0,8.0
阴茎,0.0,0.0,3.0,245.0,1.0,0.0,2.0,0.0,0.0,0.0
凉鞋,0.0,5.0,3.0,196.0,1.0,0.0,0.0,0.0,0.0,5.0
项链,0.0,8.0,56.0,225.0,2.0,24.0,0.0,0.0,112.0,21.0
肝脏,0.0,0.0,26.0,263.0,8.0,0.0,10.0,0.0,0.0,2.0
蜂蜜,0.0,0.0,6.0,255.0,3.0,0.0,1.0,0.0,2.0,10.0
气场,1.0,4.0,0.0,171.0,1.0,0.0,0.0,9.0,12.0,35.0
吊带,0.0,0.0,1.0,187.0,1.0,0.0,0.0,1.0,3.0,9.0
炎症,0.0,0.0,5.0,263.0,0.0,0.0,2.0,2.0,0.0,0.0
牙齿,0.0,3.0,71.0,282.0,3.0,0.0,0.0,3.0,2.0,7.0
开衫,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
肌瘤,0.0,0.0,3.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0
红毯,0.0,0.0,0.0,176.0,2.0,0.0,2.0,0.0,1.0,192.0
私处,0.0,0.0,6.0,187.0,0.0,0.0,0.0,1.0,0.0,2.0
糖尿病,0.0,0.0,25.0,270.0,18.0,0.0,15.0,1.0,0.0,2.0
短靴,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,1.0,0.0
肠道,0.0,0.0,3.0,234.0,2.0,0.0,6.0,0.0,0.0,0.0
面粉,0.0,31.0,25.0,253.0,4.0,0.0,8.0,0.0,8.0,1.0
时装周,0.0,1.0,0.0,172.0,3.0,1.0,0.0,0.0,2.0,17.0
大牌,6.0,7.0,10.0,200.0,2.0,20.0,0.0,248.0,20.0,173.0
裙装,0.0,0.0,1.0,178.0,0.0,0.0,0.0,0.0,2.0,11.0
长款,0.0,0.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,4.0
午餐,34.0,11.0,13.0,213.0,13.0,3.0,8.0,14.0,2.0,11.0
果汁,1.0,2.0,4.0,222.0,1.0,0.0,0.0,1.0,2.0,5.0
膳食,0.0,0.0,4.0,223.0,0.0,0.0,9.0,0.0,0.0,1.0
手袋,0.0,1.0,5.0,181.0,2.0,2.0,0.0,0.0,0.0,28.0
穴位,0.0,0.0,2.0,217.0,0.0,0.0,0.0,0.0,8.0,1.0
口服,1.0,0.0,4.0,231.0,0.0,0.0,1.0,0.0,0.0,0.0
温度,5.0,46.0,30.0,308.0,17.0,12.0,10.0,6.0,7.0,20.0
减肥药,0.0,0.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,2.0
血压,0.0,1.0,36.0,238.0,2.0,0.0,13.0,1.0,0.0,1.0
生理期,0.0,0.0,0.0,161.0,0.0,0.0,0.0,0.0,0.0,0.0
波点,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0
天气,9.0,30.0,84.0,290.0,39.0,19.0,239.0,33.0,62.0,77.0
碳水化合物,0.0,0.0,1.0,208.0,0.0,0.0,7.0,7.0,0.0,0.0
下半身,0.0,0.0,8.0,175.0,0.0,0.0,3.0,4.0,0.0,9.0
丝巾,0.0,0.0,2.0,155.0,2.0,0.0,1.0,0.0,1.0,2.0
秘诀,14.0,6.0,11.0,199.0,31.0,0.0,0.0,24.0,35.0,33.0
热裤,0.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,1.0,10.0
风衣,0.0,0.0,10.0,182.0,2.0,0.0,0.0,0.0,3.0,16.0
双脚,2.0,0.0,43.0,217.0,0.0,0.0,1.0,16.0,5.0,7.0
矿物质,0.0,0.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,1.0
规律,57.0,65.0,31.0,293.0,159.0,1.0,108.0,18.0,17.0,45.0
免疫力,0.0,2.0,4.0,203.0,2.0,0.0,5.0,0.0,3.0,0.0
经血,0.0,0.0,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0
高血压,0.0,0.0,43.0,221.0,5.0,0.0,5.0,1.0,0.0,1.0
妇科疾病,0.0,0.0,0.0,164.0,0.0,0.0,1.0,0.0,0.0,0.0
肿块,0.0,0.0,10.0,184.0,0.0,0.0,0.0,0.0,0.0,3.0
生长,3.0,36.0,39.0,282.0,6.0,0.0,17.0,20.0,17.0,25.0
质地,23.0,1.0,7.0,228.0,0.0,63.0,0.0,0.0,0.0,6.0
月经周期,0.0,0.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0
盆腔,0.0,0.0,6.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0
豆浆,0.0,0.0,3.0,183.0,0.0,0.0,0.0,1.0,0.0,2.0
病毒,0.0,1.0,25.0,229.0,5.0,0.0,73.0,4.0,10.0,36.0
夹克,0.0,0.0,57.0,157.0,1.0,0.0,4.0,3.0,1.0,3.0
几率,11.0,6.0,19.0,196.0,54.0,1.0,9.0,71.0,622.0,20.0
蝴蝶结,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,6.0,1.0
机体,0.0,0.0,5.0,226.0,2.0,8.0,1.0,0.0,5.0,0.0
底裤,0.0,1.0,5.0,149.0,0.0,0.0,0.0,1.0,0.0,3.0
小腹,0.0,0.0,5.0,172.0,0.0,0.0,0.0,1.0,0.0,8.0
皮衣,0.0,1.0,4.0,159.0,1.0,0.0,0.0,0.0,4.0,16.0
番茄,0.0,1.0,3.0,175.0,3.0,0.0,1.0,0.0,1.0,52.0
肾脏,0.0,0.0,26.0,209.0,0.0,0.0,3.0,0.0,0.0,0.0
肉类,0.0,0.0,5.0,198.0,3.0,0.0,9.0,2.0,1.0,4.0
气血,0.0,0.0,0.0,198.0,0.0,0.0,1.0,0.0,77.0,0.0
塑身,0.0,0.0,0.0,143.0,1.0,0.0,3.0,1.0,0.0,3.0
黄色,1.0,4.0,68.0,222.0,9.0,5.0,11.0,9.0,59.0,25.0
木瓜,0.0,0.0,1.0,168.0,1.0,0.0,1.0,82.0,0.0,1.0
哺乳,0.0,0.0,2.0,171.0,0.0,0.0,6.0,0.0,0.0,1.0
关节,0.0,0.0,24.0,205.0,3.0,0.0,1.0,10.0,1.0,2.0
T台,0.0,2.0,2.0,134.0,3.0,0.0,0.0,0.0,2.0,11.0
过量,2.0,2.0,18.0,191.0,5.0,0.0,5.0,5.0,0.0,13.0
口腔,0.0,0.0,16.0,186.0,3.0,0.0,0.0,0.0,0.0,1.0
潮人,0.0,1.0,0.0,132.0,5.0,17.0,0.0,9.0,43.0,21.0
花朵,1.0,0.0,7.0,188.0,5.0,1.0,1.0,1.0,16.0,14.0
有益,5.0,14.0,5.0,196.0,33.0,0.0,51.0,10.0,20.0,8.0
器官,1.0,0.0,42.0,217.0,2.0,0.0,16.0,0.0,0.0,1.0
肩部,0.0,0.0,14.0,160.0,1.0,7.0,0.0,8.0,3.0,3.0
伴侣,1.0,1.0,17.0,163.0,11.0,16.0,2.0,1.0,39.0,27.0
脾胃,0.0,0.0,0.0,176.0,1.0,0.0,0.0,0.0,0.0,0.0
绿茶,0.0,1.0,9.0,171.0,0.0,0.0,0.0,0.0,0.0,2.0
衣橱,0.0,0.0,2.0,128.0,0.0,0.0,0.0,0.0,1.0,5.0
油脂,3.0,1.0,1.0,193.0,1.0,0.0,3.0,0.0,0.0,2.0
主食,0.0,0.0,2.0,166.0,1.0,0.0,1.0,1.0,1.0,0.0
酸性,0.0,0.0,5.0,187.0,0.0,0.0,0.0,0.0,0.0,2.0
泳装,0.0,0.0,0.0,131.0,5.0,1.0,0.0,0.0,5.0,23.0
面包,0.0,34.0,29.0,182.0,5.0,1.0,8.0,7.0,2.0,22.0
黄瓜,0.0,2.0,5.0,165.0,4.0,0.0,11.0,0.0,1.0,1.0
好身材,1.0,0.0,1.0,129.0,2.0,0.0,0.0,0.0,0.0,19.0
精液,0.0,0.0,2.0,156.0,0.0,0.0,1.0,0.0,0.0,0.0
肤色,0.0,6.0,2.0,160.0,2.0,47.0,1.0,4.0,4.0,29.0
肚脐,0.0,0.0,1.0,144.0,0.0,0.0,1.0,1.0,0.0,2.0
零食,0.0,1.0,21.0,148.0,4.0,0.0,0.0,2.0,4.0,13.0
芹菜,0.0,0.0,0.0,152.0,3.0,0.0,0.0,0.0,0.0,0.0
亮片,0.0,0.0,0.0,124.0,0.0,0.0,0.0,1.0,0.0,9.0
褶皱,0.0,0.0,2.0,181.0,0.0,0.0,0.0,0.0,1.0,7.0
射精,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0
饮食习惯,0.0,0.0,2.0,148.0,6.0,0.0,3.0,1.0,0.0,1.0
帽子,6.0,4.0,35.0,185.0,8.0,1.0,9.0,39.0,31.0,64.0
血糖,0.0,0.0,6.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0
苗条,0.0,1.0,4.0,146.0,4.0,10.0,0.0,1.0,1.0,4.0
范儿,0.0,0.0,2.0,117.0,0.0,1.0,0.0,8.0,0.0,5.0
性功能,0.0,3.0,22.0,156.0,0.0,2.0,1.0,0.0,1.0,0.0
腹痛,0.0,0.0,23.0,162.0,3.0,0.0,1.0,0.0,0.0,0.0
红枣,0.0,0.0,3.0,157.0,0.0,0.0,0.0,6.0,6.0,0.0
淑女,0.0,7.0,2.0,140.0,0.0,1.0,0.0,0.0,3.0,12.0
人会,10.0,20.0,22.0,118.0,28.0,9.0,7.0,71.0,12.0,56.0
肿瘤,0.0,9.0,39.0,182.0,1.0,0.0,9.0,0.0,0.0,9.0
精油,0.0,0.0,0.0,142.0,1.0,0.0,0.0,0.0,0.0,1.0
添加剂,0.0,0.0,21.0,159.0,1.0,0.0,115.0,0.0,0.0,1.0
腰痛,0.0,0.0,5.0,142.0,0.0,0.0,0.0,0.0,0.0,1.0
大胆,46.0,29.0,32.0,195.0,29.0,18.0,37.0,57.0,50.0,143.0
医学,1.0,2.0,55.0,197.0,289.0,0.0,56.0,5.0,2.0,9.0
纤体,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0
上半身,0.0,0.0,11.0,137.0,1.0,0.0,1.0,3.0,0.0,16.0
中药,4.0,1.0,34.0,182.0,9.0,0.0,15.0,0.0,3.0,4.0
脂肪酸,0.0,0.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0
温水,0.0,1.0,1.0,152.0,1.0,0.0,0.0,0.0,2.0,0.0
吸气,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0
肩膀,1.0,5.0,51.0,188.0,9.0,0.0,4.0,38.0,8.0,29.0
裙摆,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,1.0,17.0
泳衣,0.0,0.0,6.0,112.0,0.0,0.0,0.0,4.0,0.0,20.0
体温,0.0,2.0,15.0,164.0,16.0,0.0,21.0,0.0,0.0,1.0
长裤,0.0,0.0,16.0,134.0,1.0,0.0,0.0,2.0,1.0,12.0
贫血,0.0,0.0,17.0,162.0,2.0,0.0,2.0,2.0,0.0,3.0
品味,0.0,57.0,2.0,147.0,10.0,25.0,0.0,7.0,29.0,27.0
月经期,0.0,0.0,0.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0
枕头,0.0,0.0,28.0,161.0,6.0,0.0,1.0,3.0,0.0,12.0
女性朋友,1.0,0.0,16.0,125.0,0.0,24.0,1.0,0.0,3.0,10.0
彩色,1.0,4.0,27.0,167.0,26.0,192.0,5.0,2.0,16.0,21.0
腰线,0.0,3.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
眼球,35.0,31.0,50.0,167.0,17.0,40.0,2.0,46.0,83.0,89.0
技巧,14.0,24.0,36.0,177.0,428.0,35.0,10.0,147.0,202.0,67.0
医师,0.0,0.0,30.0,146.0,58.0,0.0,121.0,2.0,24.0,13.0
职场,0.0,0.0,28.0,129.0,85.0,1.0,2.0,1.0,2.0,23.0
指甲,0.0,0.0,45.0,152.0,2.0,0.0,1.0,9.0,1.0,5.0
心血管,3.0,1.0,4.0,149.0,2.0,0.0,3.0,0.0,0.0,0.0
外阴部,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
菠菜,0.0,0.0,1.0,140.0,0.0,0.0,2.0,0.0,3.0,0.0
辣椒,0.0,0.0,22.0,157.0,1.0,0.0,3.0,1.0,9.0,3.0
紫色,0.0,0.0,16.0,152.0,0.0,39.0,1.0,3.0,188.0,28.0
豆类,0.0,0.0,0.0,160.0,1.0,0.0,1.0,0.0,0.0,1.0
科学,37.0,79.0,66.0,228.0,473.0,3.0,1049.0,20.0,13.0,70.0
呼气,0.0,0.0,0.0,131.0,0.0,0.0,1.0,0.0,0.0,1.0
内脏,0.0,1.0,19.0,153.0,1.0,0.0,5.0,3.0,0.0,2.0
铆钉,0.0,0.0,0.0,114.0,0.0,0.0,0.0,1.0,0.0,0.0
妇科病,0.0,0.0,11.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
乳癌,0.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,3.0
咖啡因,0.0,0.0,2.0,121.0,0.0,0.0,0.0,3.0,0.0,0.0
女王,2.0,3.0,2.0,154.0,8.0,1.0,6.0,4.0,52.0,151.0
走路,4.0,5.0,80.0,166.0,26.0,2.0,4.0,27.0,11.0,32.0
脱毛,0.0,0.0,0.0,111.0,0.0,0.0,1.0,0.0,0.0,1.0
热水,0.0,24.0,34.0,151.0,1.0,0.0,0.0,0.0,0.0,3.0
清水,0.0,11.0,22.0,155.0,1.0,1.0,5.0,0.0,2.0,5.0
排卵期,0.0,0.0,1.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
酒精,0.0,1.0,47.0,149.0,0.0,0.0,5.0,11.0,0.0,10.0
美体,0.0,2.0,1.0,104.0,0.0,0.0,0.0,0.0,3.0,0.0
睾丸,0.0,0.0,49.0,137.0,0.0,0.0,0.0,6.0,0.0,1.0
肩带,0.0,0.0,0.0,111.0,0.0,2.0,0.0,0.0,0.0,6.0
盆腔炎,0.0,0.0,2.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
秀场,0.0,3.0,0.0,102.0,0.0,1.0,0.0,5.0,21.0,7.0
月经不调,0.0,0.0,1.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
发病率,0.0,0.0,7.0,137.0,1.0,0.0,5.0,0.0,0.0,2.0
萝卜,0.0,1.0,18.0,139.0,9.0,2.0,3.0,0.0,8.0,20.0
胃肠,0.0,0.0,2.0,133.0,0.0,0.0,5.0,0.0,0.0,2.0
口味,3.0,7.0,9.0,142.0,15.0,9.0,1.0,9.0,28.0,86.0
大衣,0.0,1.0,12.0,139.0,2.0,1.0,0.0,1.0,1.0,7.0
大方,9.0,22.0,27.0,144.0,25.0,112.0,4.0,14.0,25.0,152.0
眼袋,0.0,0.0,2.0,115.0,1.0,0.0,0.0,1.0,0.0,3.0
红薯,0.0,0.0,10.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
格子,2.0,0.0,8.0,129.0,2.0,0.0,0.0,2.0,5.0,8.0
豆腐,0.0,1.0,59.0,152.0,5.0,0.0,0.0,0.0,4.0,5.0
抵抗力,0.0,2.0,5.0,138.0,2.0,0.0,2.0,4.0,3.0,3.0
色系,0.0,3.0,0.0,102.0,0.0,18.0,0.0,0.0,0.0,3.0
阴部,0.0,0.0,2.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0
洋葱,0.0,0.0,0.0,122.0,2.0,0.0,1.0,1.0,1.0,3.0
胡萝卜素,0.0,0.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0
酸痛,0.0,0.0,1.0,127.0,0.0,0.0,2.0,18.0,0.0,2.0
疗法,0.0,0.0,3.0,146.0,3.0,0.0,1.0,5.0,0.0,4.0
口感,0.0,1.0,3.0,123.0,1.0,0.0,0.0,0.0,2.0,2.0
枸杞,0.0,4.0,2.0,122.0,0.0,0.0,0.0,1.0,1.0,1.0
油腻,0.0,0.0,2.0,126.0,2.0,0.0,0.0,0.0,0.0,1.0
胸围,0.0,0.0,5.0,107.0,0.0,0.0,0.0,0.0,0.0,7.0
营养素,0.0,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0
宫颈癌,0.0,0.0,4.0,113.0,0.0,0.0,12.0,0.0,0.0,0.0
孕激素,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
黏膜,0.0,0.0,3.0,112.0,0.0,0.0,1.0,0.0,0.0,1.0
衬托,2.0,4.0,2.0,123.0,2.0,6.0,1.0,2.0,7.0,9.0
子宫颈,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0
驼色,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,1.0,2.0
名模,0.0,2.0,7.0,101.0,0.0,0.0,0.0,0.0,2.0,114.0
关键词,12.0,16.0,9.0,128.0,197.0,3.0,17.0,34.0,33.0,52.0
饱腹,0.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0
空气,1.0,77.0,48.0,180.0,12.0,7.0,31.0,22.0,24.0,32.0
燕窝,0.0,2.0,3.0,113.0,0.0,0.0,0.0,0.0,0.0,10.0
铅笔,1.0,0.0,9.0,117.0,101.0,0.0,0.0,2.0,0.0,4.0
性高潮,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0
整身,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,1.0
副作用,0.0,3.0,8.0,134.0,4.0,0.0,8.0,3.0,2.0,12.0
裤装,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0
牛肉,1.0,1.0,34.0,135.0,0.0,2.0,30.0,2.0,1.0,3.0
性病,0.0,0.0,13.0,114.0,2.0,0.0,16.0,0.0,0.0,0.0
柠檬,2.0,1.0,0.0,121.0,2.0,0.0,0.0,0.0,25.0,5.0
异味,0.0,2.0,19.0,117.0,2.0,0.0,1.0,0.0,0.0,0.0
跑步,28.0,0.0,19.0,120.0,18.0,1.0,8.0,17.0,3.0,22.0
机车,0.0,1.0,4.0,126.0,0.0,0.0,14.0,1.0,0.0,13.0
空腹,0.0,0.0,3.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0
表面,38.0,28.0,35.0,184.0,40.0,444.0,18.0,40.0,21.0,52.0
囊肿,0.0,0.0,7.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
羽绒服,0.0,2.0,23.0,108.0,0.0,1.0,0.0,3.0,0.0,6.0
障碍,38.0,20.0,55.0,163.0,80.0,1.0,93.0,81.0,32.0,45.0
墨镜,0.0,1.0,20.0,112.0,2.0,0.0,0.0,8.0,3.0,55.0
场合,4.0,19.0,15.0,156.0,29.0,17.0,58.0,32.0,17.0,47.0
身心,1.0,17.0,29.0,132.0,9.0,4.0,7.0,7.0,20.0,18.0
全麦,0.0,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0
山药,0.0,0.0,1.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0
色调,0.0,21.0,1.0,123.0,2.0,196.0,0.0,1.0,12.0,14.0
山楂,0.0,1.0,0.0,119.0,0.0,0.0,0.0,0.0,2.0,1.0
脚趾,0.0,0.0,16.0,112.0,1.0,0.0,0.0,71.0,0.0,6.0
生活习惯,0.0,17.0,8.0,123.0,23.0,1.0,11.0,2.0,2.0,13.0
原料,5.0,3.0,29.0,175.0,10.0,0.0,60.0,1.0,6.0,0.0
脚踝,0.0,0.0,10.0,104.0,0.0,0.0,1.0,231.0,0.0,6.0
脊柱,0.0,0.0,10.0,117.0,1.0,0.0,1.0,0.0,0.0,0.0
减肥茶,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0
紧身裤,0.0,0.0,1.0,91.0,0.0,0.0,0.0,0.0,0.0,3.0
深色,0.0,1.0,22.0,113.0,0.0,11.0,5.0,2.0,1.0,4.0
头晕,0.0,2.0,38.0,130.0,7.0,0.0,5.0,2.0,3.0,10.0
透气,0.0,2.0,5.0,108.0,1.0,0.0,0.0,0.0,1.0,1.0
袜子,0.0,0.0,20.0,120.0,5.0,0.0,1.0,4.0,17.0,6.0
植物,2.0,41.0,89.0,185.0,20.0,5.0,21.0,0.0,85.0,28.0
大蒜,0.0,0.0,2.0,138.0,0.0,0.0,7.0,0.0,0.0,3.0
锁骨,0.0,0.0,7.0,106.0,0.0,0.0,0.0,0.0,1.0,1.0
裤袜,0.0,0.0,2.0,77.0,0.0,0.0,0.0,0.0,5.0,1.0
军装,0.0,0.0,12.0,121.0,2.0,0.0,1.0,0.0,4.0,15.0
淀粉,0.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,1.0
熟女,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,21.0
废物,0.0,1.0,8.0,121.0,2.0,0.0,15.0,1.0,1.0,0.0
平底鞋,0.0,0.0,1.0,87.0,2.0,0.0,0.0,0.0,0.0,12.0
运动量,0.0,0.0,7.0,102.0,2.0,0.0,0.0,3.0,0.0,0.0
蛋白,0.0,0.0,3.0,131.0,3.0,1.0,13.0,0.0,0.0,0.0
调味,0.0,0.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,3.0
公主,0.0,2.0,19.0,139.0,17.0,4.0,3.0,1.0,72.0,116.0
保险套,0.0,0.0,0.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0
颈椎,1.0,2.0,9.0,106.0,3.0,0.0,0.0,1.0,0.0,5.0
西服,0.0,0.0,5.0,108.0,2.0,0.0,4.0,6.0,1.0,14.0
要点,6.0,12.0,13.0,126.0,83.0,2.0,49.0,9.0,14.0,11.0
筷子,0.0,0.0,30.0,131.0,0.0,0.0,2.0,0.0,2.0,11.0
糖分,0.0,0.0,3.0,110.0,0.0,0.0,0.0,1.0,0.0,1.0
去皮,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
生姜,0.0,0.0,2.0,111.0,0.0,0.0,0.0,0.0,0.0,2.0
营养师,0.0,0.0,1.0,92.0,3.0,0.0,1.0,3.0,0.0,2.0
代言,1.0,26.0,25.0,109.0,8.0,5.0,14.0,46.0,73.0,225.0
耳环,1.0,1.0,15.0,105.0,3.0,0.0,0.0,0.0,35.0,26.0
女郎,0.0,0.0,5.0,109.0,1.0,1.0,1.0,5.0,18.0,196.0
碱性,0.0,0.0,2.0,127.0,0.0,29.0,0.0,0.0,0.0,0.0
散步,0.0,13.0,60.0,116.0,10.0,0.0,4.0,2.0,4.0,12.0
同色系,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,1.0
收腹,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0
手镯,1.0,1.0,3.0,102.0,0.0,4.0,0.0,0.0,15.0,9.0
饮品,0.0,4.0,0.0,101.0,1.0,0.0,0.0,1.0,0.0,9.0
盘点,14.0,54.0,7.0,107.0,15.0,21.0,8.0,15.0,31.0,64.0
整容,0.0,0.0,50.0,107.0,7.0,0.0,0.0,3.0,0.0,44.0
发炎,0.0,0.0,9.0,105.0,0.0,0.0,5.0,1.0,0.0,1.0
体位,0.0,0.0,1.0,99.0,2.0,0.0,0.0,0.0,0.0,1.0
体力,2.0,1.0,34.0,121.0,18.0,3.0,2.0,83.0,207.0,41.0
饼干,0.0,2.0,11.0,105.0,2.0,11.0,2.0,4.0,0.0,5.0
米饭,0.0,0.0,26.0,109.0,5.0,0.0,5.0,1.0,1.0,2.0
油炸,0.0,0.0,3.0,104.0,0.0,0.0,0.0,1.0,0.0,2.0
椅子,0.0,2.0,72.0,139.0,15.0,0.0,1.0,40.0,3.0,13.0
骨盆,0.0,0.0,8.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0
增白剂,0.0,0.0,4.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0
机能,0.0,4.0,7.0,119.0,3.0,1.0,2.0,6.0,3.0,4.0
宫颈炎,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0
甜食,0.0,0.0,1.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0
约会,1.0,5.0,36.0,109.0,7.0,3.0,1.0,51.0,28.0,81.0
棕色,0.0,0.0,9.0,115.0,0.0,23.0,0.0,1.0,1.0,5.0
绑带,0.0,0.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0
浅色,0.0,2.0,8.0,100.0,0.0,0.0,0.0,0.0,0.0,2.0
疗效,0.0,0.0,8.0,120.0,0.0,0.0,10.0,1.0,2.0,0.0
纤维素,0.0,0.0,0.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0
领口,0.0,0.0,1.0,98.0,1.0,1.0,0.0,0.0,0.0,4.0
单肩,0.0,0.0,0.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0
骨骼,0.0,0.0,23.0,119.0,3.0,0.0,0.0,5.0,6.0,2.0
保健品,2.0,6.0,17.0,102.0,0.0,0.0,3.0,0.0,1.0,1.0
芒果,0.0,0.0,6.0,98.0,0.0,0.0,0.0,0.0,46.0,7.0
牙龈,0.0,0.0,3.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0
滋润,1.0,4.0,5.0,111.0,3.0,0.0,0.0,3.0,6.0,7.0
腰身,0.0,0.0,3.0,95.0,0.0,0.0,0.0,0.0,0.0,1.0
痘痘,0.0,0.0,5.0,86.0,1.0,2.0,0.0,0.0,3.0,3.0
健身房,0.0,30.0,10.0,89.0,6.0,0.0,0.0,5.0,1.0,10.0
人类,5.0,38.0,31.0,167.0,87.0,3.0,188.0,14.0,328.0,365.0
浮肿,0.0,0.0,10.0,104.0,3.0,0.0,0.0,0.0,0.0,3.0
鸡肉,1.0,0.0,4.0,99.0,1.0,0.0,5.0,1.0,1.0,0.0
酱油,0.0,0.0,9.0,99.0,6.0,1.0,0.0,35.0,7.0,19.0
膀胱,0.0,0.0,10.0,106.0,0.0,0.0,0.0,2.0,0.0,0.0
红糖,0.0,0.0,2.0,94.0,1.0,0.0,0.0,0.0,0.0,1.0
味精,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,2.0,0.0
病菌,0.0,0.0,3.0,100.0,2.0,0.0,1.0,0.0,0.0,0.0
摄入量,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0
棉质,0.0,0.0,0.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0
生殖器,0.0,0.0,23.0,98.0,1.0,0.0,0.0,0.0,0.0,3.0
黄豆,0.0,0.0,7.0,101.0,4.0,0.0,0.0,0.0,0.0,2.0
高温,1.0,15.0,6.0,127.0,7.0,4.0,34.0,5.0,11.0,10.0
激情,14.0,33.0,34.0,122.0,32.0,18.0,5.0,180.0,656.0,293.0
右腿,0.0,1.0,48.0,96.0,1.0,0.0,0.0,15.0,0.0,3.0
杏仁,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,3.0,0.0
单调,2.0,0.0,4.0,104.0,9.0,18.0,1.0,6.0,46.0,8.0
法则,10.0,17.0,2.0,112.0,21.0,0.0,5.0,9.0,55.0,27.0
靴子,10.0,0.0,19.0,101.0,2.0,0.0,0.0,1.0,10.0,16.0
老化,1.0,5.0,7.0,103.0,5.0,2.0,7.0,55.0,5.0,5.0
花生,0.0,0.0,11.0,121.0,14.0,0.0,7.0,0.0,3.0,4.0
服药,0.0,0.0,38.0,101.0,2.0,0.0,3.0,0.0,0.0,6.0
